算法,特征,Accuracy,Precision,Recall,F1
朴素贝叶斯,TF-IDF,0.8072756063005251,0.8075478507423557,0.8072756063005251,0.8072329464682702
朴素贝叶斯,Word2Vec,0.8284857071422619,0.8303608542081438,0.8284857071422618,0.8282419800609295
随机森林,TF-IDF,0.8282773564463706,0.8284759007528137,0.8282773564463706,0.8282514034724218
随机森林,Word2Vec,0.8763646970580882,0.8765801394185394,0.8763646970580882,0.876347011518593
MLP神经网络,TF-IDF,0.815776314692891,0.8158497817517594,0.815776314692891,0.8157656014043365
