model_name,feature_type,tuning_method,selection_score_name,selection_score,val_accuracy,val_f1_macro,test_accuracy,test_f1_macro,alpha,var_smoothing,n_estimators,max_depth,max_features,hidden1,hidden2,dropout,lr,epochs,is_best
naive_bayes,tfidf,grid_search_cv,cv_f1_macro,0.7716741692433186,,,,,0.1,,,,,,,,,,0
naive_bayes,tfidf,grid_search_cv,cv_f1_macro,0.7904147182114887,,,,,0.5,,,,,,,,,,0
naive_bayes,tfidf,grid_search_cv,cv_f1_macro,0.7987047516967222,,,,,1.0,,,,,,,,,,0
naive_bayes,tfidf,grid_search_cv,cv_f1_macro,0.8057538429751735,,,0.8072756063005251,0.8072329464682702,2.0,,,,,,,,,,1
naive_bayes,word2vec,grid_search_cv,cv_f1_macro,0.8151896804369542,,,0.819068255687974,0.8185536675106821,,1e-09,,,,,,,,,1
naive_bayes,word2vec,grid_search_cv,cv_f1_macro,0.8151896804369542,,,0.819068255687974,0.8185536675106821,,1e-08,,,,,,,,,1
naive_bayes,word2vec,grid_search_cv,cv_f1_macro,0.8151896804369542,,,0.819068255687974,0.8185536675106821,,1e-07,,,,,,,,,1
